SensorID: 5498,
Firmware Version: 1.5.5,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
2-11,14:37:45,43,43,13.2,4,37,
2-11,14:37:45,44,44,13.21,4,37,
2-11,14:37:46,45,45,13.22,4,37,
2-11,14:37:46,46,46,13.25,4,37,
2-11,14:37:47,45,45,13.2,4,37,
2-11,14:37:47,48,48,13.26,4,37,
2-11,14:37:48,48,48,13.25,4,37,
2-11,14:37:48,46,46,13.23,4,37,
2-11,14:37:49,48,48,13.27,4,37,
2-11,14:37:49,46,46,13.23,4,37,
2-11,14:37:50,46,46,13.23,4,37,
2-11,14:37:50,47,47,13.25,4,37,
2-11,14:37:51,48,48,13.26,4,37,
2-11,14:37:51,46,46,13.22,4,37,
2-11,14:37:52,45,45,13.21,4,37,
2-11,14:37:52,46,46,13.22,4,37,
2-11,14:37:53,47,47,13.23,4,37,
2-11,14:37:53,48,48,13.24,4,37,
2-11,14:37:54,49,49,13.27,4,37,
2-11,14:37:54,46,46,13.21,4,37,
2-11,14:37:55,48,48,13.23,4,37,
2-11,14:37:55,45,45,13.19,4,37,
2-11,14:37:56,49,49,13.26,4,37,
2-11,14:37:56,48,48,13.23,4,37,
2-11,14:37:57,47,47,13.22,4,37,
2-11,14:37:57,46,46,13.19,4,37,
2-11,14:37:58,48,48,13.25,4,37,
2-11,14:37:58,48,48,13.23,4,37,
2-11,14:37:59,49,49,13.26,4,37,
2-11,14:37:59,50,50,13.27,4,37,
2-11,14:38:0,49,49,13.24,4,37,
2-11,14:38:0,50,50,13.26,4,37,
2-11,14:38:1,49,49,13.22,4,37,
2-11,14:38:1,50,50,13.24,4,37,
2-11,14:38:2,50,50,13.25,4,37,
2-11,14:38:2,49,49,13.22,4,37,
2-11,14:38:3,49,49,13.23,4,37,
2-11,14:38:3,50,50,13.24,4,37,
2-11,14:38:4,49,49,13.23,4,37,
2-11,14:38:4,49,49,13.23,4,37,
2-11,14:38:5,51,51,13.25,4,37,
2-11,14:38:5,49,49,13.23,4,37,
2-11,14:38:6,49,49,13.22,4,37,
2-11,14:38:6,51,51,13.25,4,37,
2-11,14:38:7,52,52,13.27,4,37,
2-11,14:38:7,49,49,13.21,4,37,
2-11,14:38:8,50,50,13.24,4,37,
2-11,14:38:8,51,51,13.26,4,37,
2-11,14:38:9,49,49,13.21,4,37,
2-11,14:38:9,50,50,13.2,4,37,
2-11,14:38:10,50,50,13.21,4,37,
2-11,14:38:10,49,49,13.2,4,37,
2-11,14:38:11,50,50,13.21,4,37,
2-11,14:38:11,50,50,13.2,4,37,
2-11,14:38:12,52,52,13.24,4,37,
2-11,14:38:12,51,51,13.22,4,37,
2-11,14:38:13,49,49,13.19,4,37,
2-11,14:38:13,51,51,13.24,4,37,
2-11,14:38:14,50,50,13.19,4,37,
2-11,14:38:14,50,50,13.19,4,37,
2-11,14:38:15,48,48,13.16,4,37,
2-11,14:38:15,53,53,13.23,4,37,
2-11,14:38:16,52,52,13.24,4,37,
2-11,14:38:16,51,51,13.21,4,37,
2-11,14:38:17,51,51,13.21,4,37,
2-11,14:38:17,49,49,13.17,4,37,
2-11,14:38:18,50,50,13.18,4,37,
2-11,14:38:18,51,51,13.21,4,37,
2-11,14:38:19,52,52,13.21,4,37,
2-11,14:38:19,52,52,13.2,4,37,
2-11,14:38:20,53,53,13.23,4,37,
2-11,14:38:20,52,52,13.22,4,37,
2-11,14:38:21,52,52,13.23,4,37,
2-11,14:38:21,53,53,13.23,4,37,
2-11,14:38:22,53,53,13.24,4,37,
2-11,14:38:22,52,52,13.21,4,37,
2-11,14:38:23,52,52,13.2,4,37,
2-11,14:38:23,52,52,13.21,4,37,
2-11,14:38:24,51,51,13.19,4,37,
2-11,14:38:24,51,51,13.18,4,37,
2-11,14:38:25,52,52,13.2,4,37,
2-11,14:38:25,51,51,13.18,4,37,
2-11,14:38:26,52,52,13.21,4,37,
2-11,14:38:26,51,51,13.19,4,37,
2-11,14:38:27,53,53,13.23,4,37,
2-11,14:38:27,51,51,13.2,4,37,
2-11,14:38:28,51,51,13.2,4,37,
2-11,14:38:28,50,50,13.19,4,37,
2-11,14:38:29,51,51,13.21,4,37,
2-11,14:38:29,52,52,13.21,4,37,
2-11,14:38:30,52,52,13.18,4,37,
2-11,14:38:30,53,53,13.23,4,37,
2-11,14:38:31,49,49,13.17,4,37,
2-11,14:38:31,50,50,13.17,4,37,
2-11,14:38:32,53,53,13.24,4,37,
2-11,14:38:32,53,53,13.23,4,37,
2-11,14:38:33,50,50,13.18,4,37,
2-11,14:38:33,51,51,13.2,4,37,
2-11,14:38:34,52,52,13.23,4,37,
2-11,14:38:34,52,52,13.2,4,37,
2-11,14:38:35,49,49,13.16,4,37,
2-11,14:38:35,54,54,13.25,4,37,
2-11,14:38:36,52,52,13.21,4,37,
2-11,14:38:36,52,52,13.19,4,37,
2-11,14:38:37,50,50,13.18,4,37,
2-11,14:38:37,51,51,13.2,4,37,
2-11,14:38:38,53,53,13.23,4,37,
2-11,14:38:38,52,52,13.22,4,37,
2-11,14:38:39,50,50,13.18,4,37,
2-11,14:38:39,54,54,13.26,4,37,
2-11,14:38:40,52,52,13.22,4,37,
2-11,14:38:40,51,51,13.19,4,37,
2-11,14:38:41,53,53,13.24,4,37,
2-11,14:38:41,52,52,13.21,4,37,
2-11,14:38:42,51,51,13.19,4,37,
2-11,14:38:42,52,52,13.21,4,37,
2-11,14:38:43,52,52,13.22,4,37,
2-11,14:38:43,51,51,13.19,4,37,
2-11,14:38:44,51,51,13.2,4,37,
2-11,14:38:44,51,51,13.2,4,37,
2-11,14:38:45,51,51,13.2,4,37,
2-11,14:38:45,53,53,13.22,4,37,
2-11,14:38:46,51,51,13.2,4,37,
2-11,14:38:46,51,51,13.21,4,37,
2-11,14:38:47,51,51,13.21,4,37,
2-11,14:38:47,50,50,13.18,4,37,
2-11,14:38:48,52,52,13.21,4,37,
2-11,14:38:48,51,51,13.21,4,37,
2-11,14:38:49,49,49,13.16,4,37,
2-11,14:38:49,53,53,13.24,4,37,
2-11,14:38:50,50,50,13.18,4,37,
2-11,14:38:50,52,52,13.22,4,37,
2-11,14:38:51,53,53,13.24,4,37,
2-11,14:38:51,52,52,13.2,4,37,
2-11,14:38:52,54,54,13.25,4,37,
2-11,14:38:52,54,54,13.24,4,37,
2-11,14:38:53,53,53,13.23,4,37,
2-11,14:38:53,51,51,13.19,4,37,
2-11,14:38:54,50,50,13.17,4,37,
2-11,14:38:54,50,50,13.17,4,37,
2-11,14:38:55,49,49,13.12,4,37,
2-11,14:38:55,51,51,13.19,4,37,
2-11,14:38:56,52,52,13.19,4,37,
2-11,14:38:56,53,53,13.23,4,37,
2-11,14:38:57,52,52,13.2,4,37,
2-11,14:38:57,51,51,13.19,4,37,
2-11,14:38:58,52,52,13.2,4,37,
2-11,14:38:58,53,53,13.23,4,37,
2-11,14:38:59,50,50,13.17,4,37,
2-11,14:38:59,51,51,13.17,4,37,
2-11,14:39:0,49,49,13.17,4,37,
2-11,14:39:0,52,52,13.21,4,37,
2-11,14:39:1,52,52,13.21,4,37,
2-11,14:39:1,51,51,13.18,4,37,
2-11,14:39:2,51,51,13.19,4,37,
2-11,14:39:2,50,50,13.17,4,37,
2-11,14:39:3,52,52,13.22,4,37,
2-11,14:39:3,50,50,13.18,4,37,
2-11,14:39:4,51,51,13.18,4,37,
2-11,14:39:4,54,54,13.24,4,37,
2-11,14:39:5,51,51,13.17,4,37,
2-11,14:39:5,52,52,13.21,4,37,
2-11,14:39:6,48,48,13.14,4,37,
2-11,14:39:6,52,52,13.21,4,37,
2-11,14:39:7,52,52,13.21,4,37,
2-11,14:39:7,51,51,13.19,4,37,
2-11,14:39:8,53,53,13.2,4,37,
2-11,14:39:8,51,51,13.2,4,37,
2-11,14:39:9,52,52,13.2,4,37,
2-11,14:39:9,51,51,13.17,4,37,
2-11,14:39:10,51,51,13.18,4,37,
2-11,14:39:10,51,51,13.18,4,37,
2-11,14:39:11,52,52,13.19,4,37,
2-11,14:39:11,51,51,13.18,4,37,
2-11,14:39:12,52,52,13.21,4,37,
2-11,14:39:12,53,53,13.22,4,37,
2-11,14:39:13,50,50,13.16,4,37,
2-11,14:39:13,51,51,13.17,4,37,
2-11,14:39:14,51,51,13.19,4,37,
2-11,14:39:14,52,52,13.2,4,37,
2-11,14:39:15,52,52,13.2,4,37,
2-11,14:39:15,53,53,13.21,4,37,
2-11,14:39:16,49,49,13.16,4,37,
2-11,14:39:16,52,52,13.2,4,37,
2-11,14:39:17,54,54,13.24,4,37,
2-11,14:39:17,50,50,13.16,4,37,
2-11,14:39:18,51,51,13.16,4,37,
2-11,14:39:18,52,52,13.19,4,37,
2-11,14:39:19,48,48,12.91,4,37,
2-11,14:39:19,42,42,12.49,4,37,
2-11,14:39:20,54,54,13.14,4,37,
2-11,14:39:20,53,53,13.15,4,37,
2-11,14:39:21,55,55,13.18,4,37,
2-11,14:39:21,54,54,13.17,4,37,
2-11,14:39:22,55,55,13.17,4,37,
2-11,14:39:22,55,55,13.16,4,37,
2-11,14:39:23,56,56,13.19,4,37,
2-11,14:39:23,55,55,13.17,4,37,
2-11,14:39:24,56,56,13.19,4,37,
2-11,14:39:24,55,55,13.13,4,37,
2-11,14:39:25,57,57,13.17,4,37,
2-11,14:39:25,57,57,13.17,4,37,
2-11,14:39:26,55,55,13.11,4,37,
2-11,14:39:26,58,58,13.18,4,37,
2-11,14:39:27,57,57,13.16,4,37,
2-11,14:39:27,58,58,13.21,4,37,
2-11,14:39:28,56,56,13.15,4,37,
2-11,14:39:28,58,58,13.18,4,37,
2-11,14:39:29,58,58,13.17,4,37,
2-11,14:39:29,59,59,13.22,4,37,
2-11,14:39:30,58,58,13.15,4,37,
2-11,14:39:30,57,57,13.14,4,37,
2-11,14:39:31,58,58,13.16,4,37,
2-11,14:39:31,58,58,13.15,4,37,
2-11,14:39:32,59,59,13.17,4,37,
2-11,14:39:32,59,59,13.19,4,37,
2-11,14:39:33,59,59,13.17,4,37,
2-11,14:39:33,59,59,13.17,4,37,
2-11,14:39:34,58,58,13.14,4,37,
2-11,14:39:34,59,59,13.17,4,37,
2-11,14:39:35,59,59,13.14,4,37,
2-11,14:39:35,58,58,13.16,4,37,
2-11,14:39:36,59,59,13.18,4,37,
2-11,14:39:36,59,59,13.19,4,37,
2-11,14:39:37,60,60,13.2,4,37,
2-11,14:39:37,58,58,13.15,4,37,
2-11,14:39:38,59,59,13.18,4,37,
2-11,14:39:38,59,59,13.17,4,37,
2-11,14:39:39,58,58,13.18,4,37,
2-11,14:39:39,59,59,13.18,4,37,
2-11,14:39:40,58,58,13.17,4,37,
2-11,14:39:40,57,57,13.14,4,37,
2-11,14:39:41,60,60,13.19,4,37,
2-11,14:39:41,57,57,13.15,4,37,
2-11,14:39:42,58,58,13.18,4,37,
2-11,14:39:42,58,58,13.19,4,37,
2-11,14:39:43,58,58,13.18,4,37,
2-11,14:39:43,58,58,13.16,4,37,
2-11,14:39:44,57,57,13.17,4,37,
2-11,14:39:44,56,56,13.16,4,37,
2-11,14:39:45,51,51,12.93,4,37,
2-11,14:39:45,57,57,13.2,4,37,
2-11,14:39:46,58,58,13.16,4,37,
2-11,14:39:46,57,57,13.17,4,37,
2-11,14:39:47,57,57,13.14,4,37,
2-11,14:39:47,58,58,13.16,4,37,
2-11,14:39:48,52,52,12.85,4,37,
2-11,14:39:48,57,57,13.14,4,37,
2-11,14:39:49,59,59,13.18,4,37,
2-11,14:39:49,59,59,13.2,4,37,
2-11,14:39:50,60,60,13.22,4,37,
2-11,14:39:50,59,59,13.2,4,37,
2-11,14:39:51,60,60,13.21,4,37,
2-11,14:39:51,59,59,13.2,4,37,
2-11,14:39:52,59,59,13.17,4,37,
2-11,14:39:52,58,58,13.14,4,37,
2-11,14:39:53,58,58,13.14,4,37,
2-11,14:39:53,61,61,13.19,4,37,
2-11,14:39:54,60,60,13.13,4,37,
2-11,14:39:54,60,60,13.13,4,37,
2-11,14:39:55,60,60,13.13,4,37,
2-11,14:39:55,62,62,13.2,4,37,
2-11,14:39:56,60,60,13.09,4,37,
2-11,14:39:56,59,59,13.09,4,37,
2-11,14:39:57,58,58,13.1,4,37,
2-11,14:39:57,62,62,13.13,4,37,
2-11,14:39:58,60,60,13.12,4,37,
2-11,14:39:58,61,61,13.1,4,37,
2-11,14:39:59,61,61,13.11,4,37,
2-11,14:39:59,59,59,13.13,4,37,
2-11,14:40:0,60,60,13.09,4,37,
2-11,14:40:0,59,59,13.12,4,37,
2-11,14:40:1,57,57,13.08,4,37,
2-11,14:40:1,59,59,13.09,4,37,
2-11,14:40:2,58,58,13.13,4,37,
2-11,14:40:2,57,57,13.08,4,37,
2-11,14:40:3,59,59,13.09,4,37,
2-11,14:40:3,57,57,13.12,4,37,
2-11,14:40:4,55,55,13.06,4,37,
2-11,14:40:4,55,55,13.08,4,37,
2-11,14:40:5,53,53,13.07,4,37,
2-11,14:40:5,54,54,13.08,4,37,
2-11,14:40:6,53,53,13.08,4,37,
2-11,14:40:6,51,51,13.07,4,37,
2-11,14:40:7,53,53,13.1,4,37,
2-11,14:40:7,51,51,13.1,4,37,
2-11,14:40:8,50,50,13.02,4,37,
2-11,14:40:8,51,51,13.08,4,37,
2-11,14:40:9,49,49,13.06,4,37,
2-11,14:40:9,50,50,13.05,4,37,
2-11,14:40:10,50,50,13.08,4,37,
2-11,14:40:10,50,50,13.07,4,37,
2-11,14:40:11,49,49,13.02,4,37,
2-11,14:40:11,48,48,12.83,4,37,
2-11,14:40:12,50,50,12.99,4,37,
2-11,14:40:12,51,51,13.06,4,37,
2-11,14:40:13,52,52,13.07,4,37,
2-11,14:40:13,53,53,13.06,4,37,
2-11,14:40:14,55,55,13.12,4,37,
2-11,14:40:14,52,52,13.05,4,37,
2-11,14:40:15,54,54,13.04,4,37,
2-11,14:40:15,53,53,13.06,4,37,
2-11,14:40:16,55,55,13.04,4,37,
2-11,14:40:16,55,55,13.05,4,37,
2-11,14:40:17,53,53,13.05,4,37,
2-11,14:40:17,52,52,13.01,4,37,
2-11,14:40:18,53,53,13.05,4,37,
2-11,14:40:18,55,55,13.1,4,37,
2-11,14:40:19,52,52,13.03,4,37,
2-11,14:40:19,52,52,13.07,4,37,
2-11,14:40:20,51,51,13.06,4,37,
2-11,14:40:20,51,51,13.03,4,37,
2-11,14:40:21,51,51,13.05,4,37,
2-11,14:40:21,51,51,13.03,4,37,
2-11,14:40:22,51,51,13.04,4,37,
2-11,14:40:22,49,49,13.03,4,37,
2-11,14:40:23,48,48,12.98,4,37,
2-11,14:40:23,51,51,13.06,4,37,
2-11,14:40:24,50,50,13.05,4,37,
2-11,14:40:24,49,49,13.03,4,37,
2-11,14:40:25,49,49,13.08,4,37,
2-11,14:40:25,49,49,13.07,4,37,
2-11,14:40:26,47,47,13.02,4,37,
2-11,14:40:26,48,48,13.06,4,37,
2-11,14:40:27,46,46,13.03,4,37,
2-11,14:40:27,46,46,13.06,4,37,
2-11,14:40:28,46,46,13.07,4,37,
2-11,14:40:28,44,44,13,4,37,
2-11,14:40:29,45,45,13.04,4,37,
2-11,14:40:29,45,45,13.04,4,37,
2-11,14:40:30,43,43,13,4,37,
2-11,14:40:30,45,45,13.05,4,37,
2-11,14:40:31,46,46,13.03,4,37,
2-11,14:40:31,45,45,13.04,4,37,
2-11,14:40:32,45,45,13.04,4,37,
2-11,14:40:32,45,45,13.02,4,37,
2-11,14:40:33,46,46,13.06,4,37,
2-11,14:40:33,44,44,13.03,4,37,
2-11,14:40:34,44,44,13.01,4,37,
2-11,14:40:34,44,44,13.03,4,37,
2-11,14:40:35,43,43,13.01,4,37,
2-11,14:40:35,43,43,13.05,4,37,
2-11,14:40:36,43,43,13.03,4,37,
2-11,14:40:36,42,42,13.01,4,37,
2-11,14:40:37,43,43,13.06,4,37,
2-11,14:40:37,42,42,13.04,4,37,
2-11,14:40:38,42,42,13.01,4,37,
2-11,14:40:38,41,41,13.05,4,37,
2-11,14:40:39,40,40,13,4,37,
2-11,14:40:39,42,42,13.04,4,37,
2-11,14:40:40,40,40,13.03,4,37,
2-11,14:40:40,41,41,13.04,4,37,
2-11,14:40:41,36,36,12.96,4,37,
2-11,14:40:41,42,42,13.05,4,37,
2-11,14:40:42,40,40,13,4,37,
2-11,14:40:42,41,41,13.05,4,37,
2-11,14:40:43,37,37,12.95,4,37,
2-11,14:40:43,42,42,13.02,4,37,
2-11,14:40:44,38,38,12.93,4,37,
2-11,14:40:44,41,41,13.03,4,37,
2-11,14:40:45,42,42,13.04,4,37,
2-11,14:40:45,42,42,13.07,4,37,
2-11,14:40:46,41,41,13,4,37,
2-11,14:40:46,43,43,13.05,4,37,
2-11,14:40:47,44,44,13.06,4,37,
2-11,14:40:47,43,43,13.02,4,37,
2-11,14:40:48,45,45,13.08,4,37,
2-11,14:40:48,44,44,13,4,37,
2-11,14:40:49,43,43,13.02,4,37,
2-11,14:40:49,42,42,12.99,4,37,
2-11,14:40:50,43,43,13.01,4,37,
2-11,14:40:50,44,44,13.04,4,37,
2-11,14:40:51,43,43,13,4,37,
2-11,14:40:51,44,44,13.02,4,37,
2-11,14:40:52,43,43,13.03,4,37,
2-11,14:40:52,43,43,13.02,4,37,
2-11,14:40:53,44,44,13.05,4,37,
2-11,14:40:53,45,45,13.06,4,37,
2-11,14:40:54,43,43,13.03,4,37,
2-11,14:40:54,43,43,13.04,4,37,
2-11,14:40:55,42,42,13.04,4,37,
2-11,14:40:55,40,40,13.01,4,37,
2-11,14:40:56,39,39,13.03,4,37,
2-11,14:40:56,41,41,13.06,4,37,
2-11,14:40:57,39,39,13.04,4,37,
2-11,14:40:57,38,38,13.05,4,37,
2-11,14:40:58,39,39,13.03,4,37,
2-11,14:40:58,36,36,13.01,4,37,
2-11,14:40:59,37,37,13.05,4,37,
2-11,14:40:59,36,36,13.01,4,37,
2-11,14:41:0,37,37,13.06,4,37,
2-11,14:41:0,35,35,13.02,4,37,
2-11,14:41:1,34,34,13.03,4,37,
2-11,14:41:1,35,35,13.06,4,37,
2-11,14:41:2,34,34,13.03,4,37,
2-11,14:41:2,35,35,13.07,4,37,
2-11,14:41:3,34,34,13.04,4,37,
2-11,14:41:3,33,33,13.03,4,37,
2-11,14:41:4,35,35,13.04,4,37,
2-11,14:41:4,35,35,13.06,4,37,
2-11,14:41:5,35,35,13.07,4,37,
2-11,14:41:5,33,33,13.03,4,37,
2-11,14:41:6,34,34,13.04,4,37,
2-11,14:41:6,34,34,13.01,4,37,
2-11,14:41:7,35,35,13.04,4,37,
2-11,14:41:7,36,36,13.08,4,37,
2-11,14:41:8,34,34,13.03,4,37,
2-11,14:41:8,36,36,13.07,4,37,
2-11,14:41:9,37,37,13.06,4,37,
2-11,14:41:9,35,35,13.04,4,37,
2-11,14:41:10,37,37,13.07,4,37,
2-11,14:41:10,35,35,13.03,4,37,
2-11,14:41:11,37,37,13.08,4,37,
2-11,14:41:11,35,35,13.03,4,37,
2-11,14:41:12,36,36,13.07,4,37,
2-11,14:41:12,38,38,13.08,4,37,
2-11,14:41:13,35,35,13.02,4,37,
2-11,14:41:13,35,35,12.94,4,37,
2-11,14:41:14,38,38,13.06,4,37,
2-11,14:41:14,38,38,13.08,4,37,
2-11,14:41:15,39,39,13.07,4,37,
2-11,14:41:15,38,38,13.07,4,37,
2-11,14:41:16,38,38,13.08,4,37,
2-11,14:41:16,37,37,13.06,4,37,
2-11,14:41:17,37,37,13.06,4,37,
2-11,14:41:17,37,37,13.06,4,37,
2-11,14:41:18,38,38,13.08,4,37,
2-11,14:41:18,38,38,13.1,4,37,
2-11,14:41:19,37,37,13.07,4,37,
2-11,14:41:19,39,39,13.08,4,37,
2-11,14:41:20,39,39,13.09,4,37,
2-11,14:41:20,36,36,13.05,4,37,
2-11,14:41:21,39,39,13.1,4,37,
2-11,14:41:21,38,38,13.08,4,37,
2-11,14:41:22,38,38,13.08,4,37,
2-11,14:41:22,39,39,13.09,4,37,
2-11,14:41:23,38,38,13.05,4,37,
2-11,14:41:23,40,40,13.1,4,37,
2-11,14:41:24,37,37,13.05,4,37,
2-11,14:41:24,39,39,13.08,4,37,
2-11,14:41:25,38,38,13.09,4,37,
2-11,14:41:25,38,38,13.07,4,37,
2-11,14:41:26,39,39,13.09,4,37,
2-11,14:41:26,37,37,13.07,4,37,
2-11,14:41:27,38,38,13.08,4,37,
2-11,14:41:27,38,38,13.1,4,37,
2-11,14:41:28,39,39,13.08,4,37,
2-11,14:41:28,38,38,13.08,4,37,
2-11,14:41:29,38,38,13.06,4,37,
2-11,14:41:29,39,39,13.08,4,37,
2-11,14:41:30,39,39,13.09,4,37,
2-11,14:41:30,38,38,13.05,4,37,
2-11,14:41:31,39,39,13.08,4,37,
2-11,14:41:31,39,39,13.09,4,37,
2-11,14:41:32,37,37,13.05,4,37,
2-11,14:41:32,37,37,13.06,4,37,
2-11,14:41:33,37,37,13.08,4,37,
2-11,14:41:33,37,37,13.05,4,37,
2-11,14:41:34,37,37,13.07,4,37,
2-11,14:41:34,39,39,13.08,4,37,
2-11,14:41:35,38,38,13.07,4,37,
2-11,14:41:35,38,38,13.1,4,37,
2-11,14:41:36,37,37,13.06,4,37,
2-11,14:41:36,37,37,13.07,4,37,
2-11,14:41:37,38,38,13.08,4,37,
2-11,14:41:37,38,38,13.08,4,37,
2-11,14:41:38,37,37,13.02,4,37,
2-11,14:41:38,41,41,13.1,4,37,
2-11,14:41:39,40,40,13.09,4,37,
2-11,14:41:39,40,40,13.09,4,37,
2-11,14:41:40,41,41,13.09,4,37,
2-11,14:41:40,40,40,13.06,4,37,
2-11,14:41:41,39,39,13,4,37,
2-11,14:41:41,42,42,13.08,4,37,
2-11,14:41:42,43,43,13.11,4,37,
2-11,14:41:42,43,43,13.09,4,37,
2-11,14:41:43,41,41,13.07,4,37,
2-11,14:41:43,42,42,13.09,4,37,
2-11,14:41:44,42,42,13.07,4,37,
2-11,14:41:44,42,42,13.09,4,37,
2-11,14:41:45,42,42,13.09,4,37,
2-11,14:41:45,42,42,13.09,4,37,
2-11,14:41:46,42,42,13.09,4,37,
2-11,14:41:46,42,42,13.09,4,37,
2-11,14:41:47,41,41,13.09,4,37,
2-11,14:41:47,42,42,13.07,4,37,
2-11,14:41:48,40,40,13.08,4,37,
2-11,14:41:48,41,41,13.13,4,37,
2-11,14:41:49,39,39,13.08,4,37,
2-11,14:41:49,39,39,13.02,4,37,
2-11,14:41:50,40,40,13.09,4,37,
2-11,14:41:50,39,39,13.08,4,37,
2-11,14:41:51,42,42,13.13,4,37,
2-11,14:41:51,40,40,13.07,4,37,
2-11,14:41:52,39,39,13.04,4,37,
2-11,14:41:52,42,42,13.11,4,37,
2-11,14:41:53,40,40,13.05,4,37,
2-11,14:41:53,40,40,13.09,4,37,
2-11,14:41:54,40,40,13.08,4,37,
2-11,14:41:54,42,42,13.08,4,37,
2-11,14:41:55,44,44,13.13,4,37,
2-11,14:41:55,41,41,13.05,4,37,
2-11,14:41:56,42,42,13.05,4,37,
2-11,14:41:56,43,43,13.09,4,37,
2-11,14:41:57,45,45,13.04,4,37,
2-11,14:41:57,47,47,13.08,4,37,
2-11,14:41:58,46,46,13.08,4,37,
2-11,14:41:58,46,46,13.06,4,37,
2-11,14:41:59,46,46,13.02,4,37,
2-11,14:41:59,46,46,13.05,4,37,
2-11,14:42:0,47,47,13.05,4,37,
2-11,14:42:0,49,49,13.07,4,37,
2-11,14:42:1,47,47,13.06,4,37,
2-11,14:42:1,47,47,13.02,4,37,
2-11,14:42:2,39,39,12.26,4,37,
2-11,14:42:2,47,47,12.95,4,37,
2-11,14:42:3,49,49,13.04,4,37,
2-11,14:42:3,48,48,13.02,4,37,
2-11,14:42:4,48,48,13.08,4,37,
2-11,14:42:4,47,47,13.03,4,37,
2-11,14:42:5,49,49,13.04,4,37,
2-11,14:42:5,48,48,13.05,4,37,
2-11,14:42:6,47,47,13.01,4,37,
2-11,14:42:6,49,49,13.06,4,37,
2-11,14:42:7,47,47,13.05,4,37,
2-11,14:42:7,47,47,13.02,4,37,
2-11,14:42:8,47,47,13.05,4,37,
2-11,14:42:8,44,44,13.02,4,37,
2-11,14:42:9,46,46,13.04,4,37,
2-11,14:42:9,45,45,13.03,4,37,
2-11,14:42:10,44,44,13.03,4,37,
2-11,14:42:10,44,44,13,4,37,
2-11,14:42:11,45,45,13.03,4,37,
2-11,14:42:11,44,44,13.02,4,37,
2-11,14:42:12,43,43,12.99,4,37,
2-11,14:42:12,43,43,13.01,4,37,
2-11,14:42:13,43,43,13.05,4,37,
2-11,14:42:13,43,43,13,4,37,
2-11,14:42:14,44,44,13.01,4,37,
2-11,14:42:14,41,41,13.02,4,37,
2-11,14:42:15,43,43,13.01,4,37,
2-11,14:42:15,43,43,13.01,4,37,
2-11,14:42:16,44,44,13.07,4,37,
2-11,14:42:16,42,42,13.01,4,37,
2-11,14:42:17,42,42,12.99,4,37,
2-11,14:42:17,42,42,13.03,4,37,
2-11,14:42:18,42,42,13.03,4,37,
2-11,14:42:18,43,43,13.04,4,37,
2-11,14:42:19,42,42,13.02,4,37,
2-11,14:42:19,44,44,13.05,4,37,
2-11,14:42:20,42,42,13.01,4,37,
2-11,14:42:20,41,41,13,4,37,
2-11,14:42:21,43,43,13.03,4,37,
2-11,14:42:21,41,41,12.99,4,37,
2-11,14:42:22,42,42,13.03,4,37,
2-11,14:42:22,41,41,13.03,4,37,
2-11,14:42:23,42,42,13.02,4,37,
2-11,14:42:23,41,41,13.02,4,37,
2-11,14:42:24,40,40,13.03,4,37,
2-11,14:42:24,40,40,12.98,4,37,
2-11,14:42:25,39,39,13,4,37,
2-11,14:42:25,40,40,13.03,4,37,
2-11,14:42:26,38,38,12.99,4,37,
2-11,14:42:26,40,40,13.03,4,37,
2-11,14:42:27,41,41,13.06,4,37,
2-11,14:42:27,39,39,12.98,4,37,
2-11,14:42:28,36,36,12.97,4,37,
2-11,14:42:28,39,39,13.02,4,37,
2-11,14:42:29,38,38,12.99,4,37,
2-11,14:42:29,39,39,13.02,4,37,
2-11,14:42:30,38,38,13,4,37,
2-11,14:42:30,40,40,12.99,4,37,
2-11,14:42:31,41,41,13.04,4,37,
2-11,14:42:31,39,39,13.01,4,37,
2-11,14:42:32,39,39,13.01,4,37,
2-11,14:42:32,39,39,13.01,4,37,
2-11,14:42:33,39,39,13.01,4,37,
2-11,14:42:33,38,38,12.98,4,37,
2-11,14:42:34,42,42,13.04,4,37,
2-11,14:42:34,39,39,12.98,4,37,
2-11,14:42:35,37,37,12.95,4,37,
2-11,14:42:35,39,39,12.96,4,37,
2-11,14:42:36,37,37,12.99,4,37,
2-11,14:42:36,39,39,12.96,4,37,
2-11,14:42:37,41,41,13,4,37,
2-11,14:42:37,39,39,13,4,37,
2-11,14:42:38,41,41,12.95,4,37,
2-11,14:42:38,41,41,12.98,4,37,
2-11,14:42:39,41,41,12.99,4,37,
2-11,14:42:39,40,40,12.93,4,37,
2-11,14:42:40,41,41,12.96,4,37,
2-11,14:42:40,41,41,12.97,4,37,
2-11,14:42:41,42,42,12.98,4,37,
2-11,14:42:41,42,42,12.96,4,37,
2-11,14:42:42,40,40,12.99,4,37,
2-11,14:42:42,40,40,12.94,4,37,
2-11,14:42:43,41,41,12.97,4,37,
2-11,14:42:43,40,40,13,4,37,
2-11,14:42:44,40,40,12.95,4,37,
2-11,14:42:44,38,38,12.95,4,37,
2-11,14:42:45,38,38,13.01,4,37,
2-11,14:42:45,39,39,12.97,4,37,
2-11,14:42:46,39,39,12.97,4,37,
2-11,14:42:46,39,39,13.01,4,37,
2-11,14:42:47,38,38,12.96,4,37,
2-11,14:42:47,39,39,12.97,4,37,
