SensorID: 5498,
Firmware Version: 1.5.5,

Date,Time,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
4-21,9:45:52,67,67,12.86,4,214,
4-21,9:45:52,66,66,12.89,4,214,
4-21,9:45:53,68,68,12.96,4,214,
4-21,9:45:53,67,67,12.9,4,214,
4-21,9:45:54,67,67,12.92,4,214,
4-21,9:45:54,66,66,12.9,4,214,
4-21,9:45:55,66,66,12.85,4,214,
4-21,9:45:55,67,67,12.87,4,214,
4-21,9:45:56,66,66,12.81,4,214,
4-21,9:45:56,66,66,12.84,4,214,
4-21,9:45:57,67,67,12.91,4,214,
4-21,9:45:57,66,66,12.87,4,214,
4-21,9:45:58,66,66,12.85,4,214,
4-21,9:45:58,67,67,12.89,4,214,
4-21,9:45:59,67,67,12.91,4,214,
4-21,9:45:59,67,67,12.88,4,214,
4-21,9:46:0,66,66,12.9,4,214,
4-21,9:46:0,67,67,12.89,4,214,
4-21,9:46:1,66,66,12.87,4,214,
4-21,9:46:1,66,66,12.84,4,214,
4-21,9:46:2,66,66,12.9,4,214,
4-21,9:46:2,66,66,12.86,4,214,
4-21,9:46:3,66,66,12.8,4,214,
4-21,9:46:3,67,67,12.83,4,214,
4-21,9:46:4,66,66,12.85,4,214,
4-21,9:46:4,66,66,12.81,4,214,
4-21,9:46:5,66,66,12.86,4,214,
4-21,9:46:5,66,66,12.84,4,214,
4-21,9:46:6,67,67,12.92,4,214,
4-21,9:46:6,67,67,12.85,4,214,
4-21,9:46:7,66,66,12.85,4,214,
4-21,9:46:7,64,64,12.81,4,214,
4-21,9:46:8,66,66,12.91,4,214,
4-21,9:46:8,65,65,12.95,4,214,
4-21,9:46:9,65,65,12.84,4,214,
4-21,9:46:9,66,66,12.94,4,214,
4-21,9:46:10,65,65,12.87,4,214,
4-21,9:46:10,67,67,12.92,4,214,
4-21,9:46:11,66,66,12.96,4,214,
4-21,9:46:11,66,66,12.92,4,214,
4-21,9:46:12,65,65,12.93,4,214,
4-21,9:46:12,65,65,12.92,4,214,
4-21,9:46:13,65,65,12.91,4,214,
4-21,9:46:13,66,66,12.93,4,214,
4-21,9:46:14,64,64,12.92,4,214,
4-21,9:46:14,66,66,12.91,4,214,
4-21,9:46:15,65,65,12.92,4,214,
4-21,9:46:15,65,65,12.92,4,214,
4-21,9:46:16,65,65,12.87,4,214,
4-21,9:46:16,65,65,12.87,4,214,
4-21,9:46:17,64,64,12.87,4,214,
4-21,9:46:17,64,64,12.92,4,214,
4-21,9:46:18,64,64,12.88,4,214,
4-21,9:46:18,65,65,12.98,4,214,
4-21,9:46:19,65,65,12.87,4,214,
4-21,9:46:19,64,64,12.91,4,214,
4-21,9:46:20,63,63,12.9,4,214,
4-21,9:46:20,63,63,12.9,4,214,
4-21,9:46:21,65,65,12.96,4,214,
4-21,9:46:21,65,65,12.95,4,214,
4-21,9:46:22,66,66,13.02,4,214,
4-21,9:46:22,64,64,12.94,4,214,
4-21,9:46:23,64,64,12.95,4,214,
4-21,9:46:23,62,62,12.91,4,214,
4-21,9:46:24,64,64,12.96,4,214,
4-21,9:46:24,63,63,12.94,4,214,
4-21,9:46:25,63,63,12.92,4,214,
4-21,9:46:25,64,64,12.97,4,214,
4-21,9:46:26,64,64,12.96,4,214,
4-21,9:46:26,64,64,12.97,4,214,
4-21,9:46:27,64,64,12.95,4,214,
4-21,9:46:27,63,63,12.93,4,214,
4-21,9:46:28,63,63,12.93,4,214,
4-21,9:46:28,63,63,12.89,4,214,
4-21,9:46:29,62,62,12.92,4,214,
4-21,9:46:29,62,62,12.92,4,214,
4-21,9:46:30,63,63,12.94,4,214,
4-21,9:46:30,62,62,12.92,4,214,
4-21,9:46:31,63,63,12.93,4,214,
4-21,9:46:31,62,62,12.89,4,214,
4-21,9:46:32,62,62,12.93,4,214,
4-21,9:46:32,62,62,12.92,4,214,
4-21,9:46:33,62,62,12.93,4,214,
4-21,9:46:33,63,63,12.96,4,214,
4-21,9:46:34,63,63,12.92,4,214,
4-21,9:46:34,62,62,12.94,4,214,
4-21,9:46:35,61,61,12.91,4,214,
4-21,9:46:35,62,62,12.95,4,214,
4-21,9:46:36,63,63,12.93,4,214,
4-21,9:46:36,62,62,12.93,4,214,
4-21,9:46:37,61,61,12.92,4,214,
4-21,9:46:37,62,62,12.93,4,214,
4-21,9:46:38,63,63,12.97,4,214,
4-21,9:46:38,63,63,12.93,4,214,
4-21,9:46:39,62,62,12.93,4,214,
4-21,9:46:39,62,62,12.94,4,214,
4-21,9:46:40,62,62,12.93,4,214,
4-21,9:46:40,62,62,12.89,4,214,
4-21,9:46:41,63,63,12.96,4,214,
4-21,9:46:41,62,62,12.92,4,214,
4-21,9:46:42,62,62,12.95,4,214,
4-21,9:46:42,62,62,12.95,4,214,
4-21,9:46:43,62,62,12.92,4,214,
4-21,9:46:43,62,62,12.96,4,214,
4-21,9:46:44,61,61,12.9,4,214,
4-21,9:46:44,61,61,12.93,4,214,
4-21,9:46:45,62,62,12.95,4,214,
4-21,9:46:45,61,61,12.93,4,214,
4-21,9:46:46,61,61,12.92,4,214,
4-21,9:46:46,61,61,12.95,4,214,
4-21,9:46:47,61,61,12.95,4,214,
4-21,9:46:47,61,61,12.93,4,214,
4-21,9:46:48,60,60,12.9,4,214,
4-21,9:46:48,61,61,12.91,4,214,
4-21,9:46:49,61,61,12.96,4,214,
4-21,9:46:49,61,61,12.95,4,214,
4-21,9:46:50,61,61,12.96,4,214,
4-21,9:46:50,62,62,12.97,4,214,
4-21,9:46:51,61,61,12.93,4,214,
4-21,9:46:51,61,61,12.93,4,214,
4-21,9:46:52,62,62,12.99,4,214,
4-21,9:46:52,62,62,12.97,4,214,
4-21,9:46:53,62,62,12.99,4,214,
4-21,9:46:53,61,61,12.91,4,214,
4-21,9:46:54,62,62,12.94,4,214,
4-21,9:46:54,62,62,12.93,4,214,
4-21,9:46:55,61,61,12.94,4,214,
4-21,9:46:55,60,60,12.91,4,214,
4-21,9:46:56,61,61,12.93,4,214,
4-21,9:46:56,61,61,12.93,4,214,
4-21,9:46:57,60,60,12.9,4,214,
4-21,9:46:57,59,59,12.9,4,214,
4-21,9:46:58,60,60,12.89,4,214,
4-21,9:46:58,60,60,12.92,4,214,
4-21,9:46:59,59,59,12.89,4,214,
4-21,9:46:59,61,61,12.95,4,214,
4-21,9:47:0,61,61,12.95,4,214,
4-21,9:47:0,60,60,12.96,4,214,
4-21,9:47:1,61,61,13,4,214,
4-21,9:47:1,60,60,12.95,4,214,
4-21,9:47:2,61,61,12.95,4,214,
4-21,9:47:2,60,60,12.92,4,214,
4-21,9:47:3,60,60,12.95,4,214,
4-21,9:47:3,62,62,13.02,4,214,
4-21,9:47:4,61,61,12.98,4,214,
4-21,9:47:4,61,61,12.98,4,214,
4-21,9:47:5,60,60,12.93,4,214,
4-21,9:47:5,59,59,12.93,4,214,
4-21,9:47:6,60,60,12.95,4,214,
4-21,9:47:6,61,61,12.99,4,214,
4-21,9:47:7,59,59,12.94,4,214,
4-21,9:47:7,59,59,12.9,4,214,
4-21,9:47:8,60,60,12.95,4,214,
4-21,9:47:8,59,59,12.95,4,214,
4-21,9:47:9,59,59,12.93,4,214,
4-21,9:47:9,60,60,12.92,4,214,
4-21,9:47:10,60,60,12.95,4,214,
4-21,9:47:10,60,60,12.95,4,214,
4-21,9:47:11,60,60,12.98,4,214,
4-21,9:47:11,59,59,12.94,4,214,
4-21,9:47:12,58,58,12.92,4,214,
4-21,9:47:12,58,58,12.91,4,214,
4-21,9:47:13,59,59,12.93,4,214,
4-21,9:47:13,59,59,12.93,4,214,
4-21,9:47:14,58,58,12.95,4,214,
4-21,9:47:14,58,58,12.94,4,214,
4-21,9:47:15,57,57,12.91,4,214,
4-21,9:47:15,59,59,12.97,4,214,
4-21,9:47:16,59,59,12.92,4,214,
4-21,9:47:16,58,58,12.97,4,214,
4-21,9:47:17,60,60,12.98,4,214,
4-21,9:47:17,59,59,12.95,4,214,
4-21,9:47:18,59,59,12.94,4,214,
4-21,9:47:18,59,59,12.96,4,214,
4-21,9:47:19,60,60,13.02,4,214,
4-21,9:47:19,58,58,12.94,4,214,
4-21,9:47:20,60,60,13,4,214,
4-21,9:47:20,58,58,12.94,4,214,
4-21,9:47:21,59,59,12.97,4,214,
4-21,9:47:21,58,58,12.95,4,214,
4-21,9:47:22,58,58,12.94,4,214,
4-21,9:47:22,60,60,13.01,4,214,
4-21,9:47:23,58,58,12.96,4,214,
4-21,9:47:23,59,59,12.97,4,214,
4-21,9:47:24,57,57,12.89,4,214,
4-21,9:47:24,58,58,12.95,4,214,
4-21,9:47:25,59,59,12.99,4,214,
4-21,9:47:25,58,58,12.94,4,214,
4-21,9:47:26,57,57,12.92,4,214,
4-21,9:47:26,57,57,12.92,4,214,
4-21,9:47:27,58,58,12.93,4,214,
4-21,9:47:27,57,57,12.95,4,214,
4-21,9:47:28,57,57,12.95,4,214,
4-21,9:47:28,56,56,12.91,4,214,
4-21,9:47:29,57,57,12.91,4,214,
4-21,9:47:29,58,58,12.97,4,214,
4-21,9:47:30,58,58,12.98,4,214,
4-21,9:47:30,57,57,12.95,4,214,
4-21,9:47:31,56,56,12.94,4,214,
4-21,9:47:31,58,58,12.96,4,214,
4-21,9:47:32,58,58,12.98,4,214,
4-21,9:47:32,58,58,12.97,4,214,
4-21,9:47:33,56,56,12.9,4,214,
4-21,9:47:33,56,56,12.9,4,214,
4-21,9:47:34,58,58,13.02,4,214,
4-21,9:47:34,57,57,12.99,4,214,
4-21,9:47:35,58,58,12.99,4,214,
4-21,9:47:35,56,56,12.96,4,214,
4-21,9:47:36,58,58,13,4,214,
4-21,9:47:36,56,56,12.96,4,214,
4-21,9:47:37,58,58,12.99,4,214,
4-21,9:47:37,58,58,12.99,4,214,
4-21,9:47:38,56,56,12.95,4,214,
4-21,9:47:38,57,57,12.97,4,214,
4-21,9:47:39,56,56,12.94,4,214,
4-21,9:47:39,57,57,12.96,4,214,
4-21,9:47:40,57,57,12.98,4,214,
4-21,9:47:40,56,56,12.93,4,214,
4-21,9:47:41,57,57,12.97,4,214,
4-21,9:47:41,56,56,12.95,4,214,
4-21,9:47:42,57,57,12.95,4,214,
4-21,9:47:42,55,55,12.91,4,214,
4-21,9:47:43,56,56,12.93,4,214,
4-21,9:47:43,56,56,12.92,4,214,
4-21,9:47:44,56,56,12.94,4,214,
4-21,9:47:44,55,55,12.9,4,214,
4-21,9:47:45,56,56,12.96,4,214,
4-21,9:47:45,55,55,12.95,4,214,
4-21,9:47:46,55,55,12.9,4,214,
4-21,9:47:46,54,54,12.95,4,214,
4-21,9:47:47,56,56,12.98,4,214,
4-21,9:47:47,56,56,12.98,4,214,
4-21,9:47:48,54,54,12.95,4,214,
4-21,9:47:48,56,56,12.99,4,214,
4-21,9:47:49,57,57,12.99,4,214,
4-21,9:47:49,56,56,12.99,4,214,
4-21,9:47:50,56,56,13.01,4,214,
4-21,9:47:50,55,55,12.92,4,214,
4-21,9:47:51,57,57,13,4,214,
4-21,9:47:51,54,54,12.96,4,214,
4-21,9:47:52,55,55,12.94,4,214,
4-21,9:47:52,57,57,13.02,4,214,
4-21,9:47:53,55,55,12.98,4,214,
4-21,9:47:53,56,56,12.99,4,214,
4-21,9:47:54,53,53,12.92,4,214,
4-21,9:47:54,55,55,12.97,4,214,
4-21,9:47:55,55,55,12.97,4,214,
4-21,9:47:55,56,56,12.98,4,214,
4-21,9:47:56,55,55,12.94,4,214,
4-21,9:47:56,54,54,12.93,4,214,
4-21,9:47:57,54,54,12.91,4,214,
4-21,9:47:57,54,54,12.95,4,214,
4-21,9:47:58,55,55,12.96,4,214,
4-21,9:47:58,56,56,13.02,4,214,
4-21,9:47:59,56,56,13.02,4,214,
4-21,9:47:59,56,56,12.99,4,214,
4-21,9:48:0,55,55,12.98,4,214,
4-21,9:48:0,55,55,13.02,4,214,
4-21,9:48:1,55,55,12.96,4,214,
4-21,9:48:1,54,54,12.99,4,214,
4-21,9:48:2,56,56,13.02,4,214,
4-21,9:48:2,53,53,12.87,4,214,
4-21,9:48:3,53,53,12.96,4,214,
4-21,9:48:3,54,54,13,4,214,
4-21,9:48:4,54,54,12.94,4,214,
4-21,9:48:4,55,55,13.02,4,214,
4-21,9:48:5,55,55,12.98,4,214,
4-21,9:48:5,53,53,12.94,4,214,
4-21,9:48:6,55,55,12.99,4,214,
4-21,9:48:6,53,53,12.96,4,214,
4-21,9:48:7,54,54,13,4,214,
4-21,9:48:7,53,53,12.96,4,214,
4-21,9:48:8,54,54,12.97,4,214,
4-21,9:48:8,55,55,12.98,4,214,
4-21,9:48:9,56,56,13.08,4,214,
4-21,9:48:9,54,54,12.98,4,214,
4-21,9:48:10,55,55,12.98,4,214,
4-21,9:48:10,53,53,12.94,4,214,
4-21,9:48:11,53,53,12.95,4,214,
4-21,9:48:11,52,52,12.9,4,214,
4-21,9:48:12,55,55,13.03,4,214,
4-21,9:48:12,54,54,12.99,4,214,
4-21,9:48:13,52,52,12.97,4,214,
4-21,9:48:13,55,55,13.03,4,214,
4-21,9:48:14,53,53,12.97,4,214,
4-21,9:48:14,53,53,12.99,4,214,
4-21,9:48:15,52,52,12.99,4,214,
4-21,9:48:15,52,52,12.94,4,214,
4-21,9:48:16,52,52,12.99,4,214,
4-21,9:48:16,54,54,13,4,214,
4-21,9:48:17,52,52,12.98,4,214,
4-21,9:48:17,51,51,12.95,4,214,
4-21,9:48:18,52,52,13,4,214,
4-21,9:48:18,53,53,13.01,4,214,
4-21,9:48:19,53,53,12.99,4,214,
4-21,9:48:19,52,52,12.98,4,214,
4-21,9:48:20,50,50,12.95,4,214,
4-21,9:48:20,53,53,13,4,214,
4-21,9:48:21,52,52,12.99,4,214,
4-21,9:48:21,49,49,12.93,4,214,
4-21,9:48:22,52,52,12.99,4,214,
4-21,9:48:22,52,52,12.99,4,214,
4-21,9:48:23,50,50,12.97,4,214,
4-21,9:48:23,52,52,12.97,4,214,
4-21,9:48:24,54,54,13.05,4,214,
4-21,9:48:24,51,51,12.98,4,214,
4-21,9:48:25,53,53,13.02,4,214,
4-21,9:48:25,53,53,13.03,4,214,
4-21,9:48:26,54,54,13.03,4,214,
4-21,9:48:26,51,51,12.95,4,214,
4-21,9:48:27,52,52,13,4,214,
4-21,9:48:27,51,51,12.98,4,214,
4-21,9:48:28,51,51,12.98,4,214,
4-21,9:48:28,52,52,13.01,4,214,
4-21,9:48:29,54,54,13.06,4,214,
4-21,9:48:29,52,52,13.01,4,214,
4-21,9:48:30,47,47,12.93,4,214,
4-21,9:48:30,51,51,12.99,4,214,
4-21,9:48:31,51,51,12.97,4,214,
4-21,9:48:31,50,50,12.95,4,214,
4-21,9:48:32,51,51,13.02,4,214,
4-21,9:48:32,53,53,13.06,4,214,
4-21,9:48:33,51,51,13,4,214,
4-21,9:48:33,50,50,12.97,4,214,
4-21,9:48:34,48,48,12.97,4,214,
4-21,9:48:34,51,51,13.02,4,214,
4-21,9:48:35,50,50,13,4,214,
4-21,9:48:35,47,47,12.93,4,214,
4-21,9:48:36,50,50,13.01,4,214,
4-21,9:48:36,50,50,13.02,4,214,
4-21,9:48:37,48,48,12.95,4,214,
4-21,9:48:37,51,51,13.02,4,214,
4-21,9:48:38,50,50,13.01,4,214,
4-21,9:48:38,50,50,13.03,4,214,
4-21,9:48:39,50,50,13,4,214,
4-21,9:48:39,52,52,13.05,4,214,
4-21,9:48:40,51,51,13.02,4,214,
4-21,9:48:40,48,48,12.95,4,214,
4-21,9:48:41,51,51,13.02,4,214,
4-21,9:48:41,47,47,12.98,4,214,
4-21,9:48:42,50,50,13.03,4,214,
4-21,9:48:42,49,49,12.99,4,214,
4-21,9:48:43,51,51,13.04,4,214,
4-21,9:48:43,48,48,13,4,214,
4-21,9:48:44,48,48,13,4,214,
4-21,9:48:44,49,49,13.01,4,214,
4-21,9:48:45,45,45,12.96,4,214,
4-21,9:48:45,46,46,13,4,214,
4-21,9:48:46,50,50,13.09,4,214,
4-21,9:48:46,47,47,13.07,4,214,
4-21,9:48:47,46,46,13.03,4,214,
4-21,9:48:47,49,49,13.07,4,214,
4-21,9:48:48,48,48,13.06,4,214,
4-21,9:48:48,44,44,12.99,4,214,
4-21,9:48:49,43,43,12.97,4,214,
4-21,9:48:49,46,46,13.02,4,214,
4-21,9:48:50,48,48,13.05,4,214,
4-21,9:48:50,49,49,13.09,4,214,
4-21,9:48:51,49,49,13.07,4,214,
4-21,9:48:51,47,47,13.03,4,214,
4-21,9:48:52,50,50,13.1,4,214,
4-21,9:48:52,47,47,13.03,4,214,
4-21,9:48:53,43,43,12.98,4,214,
4-21,9:48:53,46,46,13.03,4,214,
4-21,9:48:54,47,47,13.05,4,214,
4-21,9:48:54,47,47,13.04,4,214,
4-21,9:48:55,47,47,13.06,4,214,
4-21,9:48:55,47,47,13.03,4,214,
4-21,9:48:56,48,48,13.06,4,214,
4-21,9:48:56,45,45,13.02,4,214,
4-21,9:48:57,48,48,13.06,4,214,
4-21,9:48:57,45,45,13.02,4,214,
4-21,9:48:58,44,44,13,4,214,
4-21,9:48:58,45,45,13.02,4,214,
4-21,9:48:59,48,48,13.09,4,214,
4-21,9:48:59,46,46,13.05,4,214,
4-21,9:49:0,48,48,13.08,4,214,
4-21,9:49:0,44,44,13.01,4,214,
4-21,9:49:1,47,47,13.07,4,214,
4-21,9:49:1,44,44,13.03,4,214,
4-21,9:49:2,42,42,13.02,4,214,
4-21,9:49:2,47,47,13.06,4,214,
4-21,9:49:3,45,45,13.05,4,214,
4-21,9:49:3,46,46,13.07,4,214,
4-21,9:49:4,45,45,13.03,4,214,
4-21,9:49:4,44,44,13.04,4,214,
4-21,9:49:5,42,42,13,4,214,
4-21,9:49:5,41,41,12.99,4,214,
4-21,9:49:6,47,47,13.08,4,214,
4-21,9:49:6,42,42,13.02,4,214,
4-21,9:49:7,44,44,13.04,4,214,
4-21,9:49:7,45,45,13.07,4,214,
4-21,9:49:8,45,45,13.06,4,214,
4-21,9:49:8,44,44,13.05,4,214,
4-21,9:49:9,43,43,13.06,4,214,
4-21,9:49:9,46,46,13.09,4,214,
4-21,9:49:10,46,46,13.08,4,214,
4-21,9:49:10,44,44,13.07,4,214,
4-21,9:49:11,44,44,13.04,4,214,
4-21,9:49:11,47,47,13.1,4,214,
4-21,9:49:12,44,44,13.06,4,214,
4-21,9:49:12,43,43,13.04,4,214,
4-21,9:49:13,45,45,13.1,4,214,
4-21,9:49:13,46,46,13.09,4,214,
4-21,9:49:14,44,44,13.07,4,214,
4-21,9:49:14,43,43,13.03,4,214,
4-21,9:49:15,45,45,13.05,4,214,
4-21,9:49:15,46,46,13.1,4,214,
4-21,9:49:16,44,44,13.07,4,214,
4-21,9:49:16,44,44,13.06,4,214,
4-21,9:49:17,43,43,13.07,4,214,
4-21,9:49:17,47,47,13.08,4,214,
4-21,9:49:18,40,40,13,4,214,
4-21,9:49:18,43,43,13.06,4,214,
4-21,9:49:19,44,44,13.08,4,214,
4-21,9:49:19,41,41,13.02,4,214,
4-21,9:49:20,43,43,13.07,4,214,
4-21,9:49:20,39,39,12.98,4,214,
4-21,9:49:21,43,43,13.03,4,214,
4-21,9:49:21,40,40,13.04,4,214,
4-21,9:49:22,44,44,13.08,4,214,
4-21,9:49:22,41,41,13.04,4,214,
4-21,9:49:23,45,45,13.11,4,214,
4-21,9:49:23,45,45,13.11,4,214,
4-21,9:49:24,40,40,13.03,4,214,
4-21,9:49:24,41,41,13.03,4,214,
4-21,9:49:25,42,42,13.07,4,214,
4-21,9:49:25,42,42,13.07,4,214,
4-21,9:49:26,43,43,13.07,4,214,
4-21,9:49:26,44,44,13.09,4,214,
4-21,9:49:27,38,38,12.99,4,214,
4-21,9:49:27,39,39,13.01,4,214,
4-21,9:49:28,40,40,13.03,4,214,
4-21,9:49:28,44,44,13.09,4,214,
4-21,9:49:29,42,42,13.04,4,214,
4-21,9:49:29,37,37,13,4,214,
4-21,9:49:30,45,45,13.1,4,214,
4-21,9:49:30,43,43,13.09,4,214,
4-21,9:49:31,40,40,13.03,4,214,
4-21,9:49:31,40,40,13.03,4,214,
4-21,9:49:32,39,39,13.03,4,214,
4-21,9:49:32,44,44,13.11,4,214,
4-21,9:49:33,38,38,13.01,4,214,
4-21,9:49:33,43,43,13.08,4,214,
4-21,9:49:34,42,42,13.09,4,214,
4-21,9:49:34,42,42,13.09,4,214,
4-21,9:49:35,43,43,13.08,4,214,
4-21,9:49:35,40,40,13.05,4,214,
4-21,9:49:36,40,40,13.03,4,214,
4-21,9:49:36,40,40,13.06,4,214,
4-21,9:49:37,39,39,13.02,4,214,
4-21,9:49:37,44,44,13.09,4,214,
4-21,9:49:38,41,41,13.07,4,214,
4-21,9:49:38,43,43,13.09,4,214,
4-21,9:49:39,39,39,13.04,4,214,
4-21,9:49:39,43,43,13.09,4,214,
4-21,9:49:40,37,37,13.03,4,214,
4-21,9:49:40,42,42,13.09,4,214,
4-21,9:49:41,38,38,13.05,4,214,
4-21,9:49:41,41,41,13.06,4,214,
4-21,9:49:42,39,39,13.05,4,214,
4-21,9:49:42,40,40,13.05,4,214,
4-21,9:49:43,43,43,13.09,4,214,
4-21,9:49:43,40,40,13.06,4,214,
4-21,9:49:44,43,43,13.11,4,214,
4-21,9:49:44,41,41,13.08,4,214,
4-21,9:49:45,42,42,13.08,4,214,
4-21,9:49:45,39,39,13.04,4,214,
4-21,9:49:46,40,40,13.06,4,214,
4-21,9:49:46,38,38,13.05,4,214,
4-21,9:49:47,41,41,13.06,4,214,
4-21,9:49:47,37,37,13.05,4,214,
4-21,9:49:48,40,40,13.04,4,214,
4-21,9:49:48,45,45,13.13,4,214,
4-21,9:49:49,41,41,13.08,4,214,
4-21,9:49:49,42,42,13.09,4,214,
4-21,9:49:50,37,37,13.05,4,214,
4-21,9:49:50,41,41,13.09,4,214,
4-21,9:49:51,43,43,13.11,4,214,
4-21,9:49:51,38,38,13.02,4,214,
4-21,9:49:52,41,41,13.07,4,214,
4-21,9:49:52,42,42,13.09,4,214,
4-21,9:49:53,37,37,13.04,4,214,
4-21,9:49:53,40,40,13.06,4,214,
4-21,9:49:54,40,40,13.08,4,214,
4-21,9:49:54,38,38,13.03,4,214,
4-21,9:49:55,41,41,13.1,4,214,
4-21,9:49:55,37,37,13.02,4,214,
4-21,9:49:56,41,41,13.08,4,214,
4-21,9:49:56,41,41,13.1,4,214,
4-21,9:49:57,39,39,13.07,4,214,
4-21,9:49:57,41,41,13.09,4,214,
4-21,9:49:58,40,40,13.07,4,214,
4-21,9:49:58,37,37,13.04,4,214,
4-21,9:49:59,38,38,13.03,4,214,
4-21,9:49:59,38,38,13.07,4,214,
4-21,9:50:0,43,43,13.09,4,214,
4-21,9:50:0,41,41,13.09,4,214,
4-21,9:50:1,40,40,13.09,4,214,
4-21,9:50:1,39,39,13.08,4,214,
4-21,9:50:2,42,42,13.12,4,214,
4-21,9:50:2,37,37,13.05,4,214,
4-21,9:50:3,41,41,13.09,4,214,
4-21,9:50:3,42,42,13.12,4,214,
4-21,9:50:4,43,43,13.16,4,214,
4-21,9:50:4,42,42,13.1,4,214,
4-21,9:50:5,38,38,13.07,4,214,
4-21,9:50:5,38,38,13.06,4,214,
4-21,9:50:6,38,38,13.07,4,214,
4-21,9:50:6,38,38,13.07,4,214,
4-21,9:50:7,38,38,13.06,4,214,
4-21,9:50:7,39,39,13.08,4,214,
4-21,9:50:8,32,32,13,4,214,
4-21,9:50:8,39,39,13.08,4,214,
4-21,9:50:9,37,37,13.07,4,214,
4-21,9:50:9,39,39,13.05,4,214,
4-21,9:50:10,36,36,13.03,4,214,
4-21,9:50:10,35,35,13.03,4,214,
4-21,9:50:11,35,35,13.05,4,214,
4-21,9:50:11,37,37,13.06,4,214,
4-21,9:50:12,39,39,13.08,4,214,
4-21,9:50:12,37,37,13.06,4,214,
4-21,9:50:13,35,35,13.03,4,214,
4-21,9:50:13,42,42,13.09,4,214,
4-21,9:50:14,41,41,13.14,4,214,
4-21,9:50:14,38,38,13.09,4,214,
4-21,9:50:15,37,37,13.07,4,214,
4-21,9:50:15,40,40,13.11,4,214,
4-21,9:50:16,40,40,13.11,4,214,
4-21,9:50:16,42,42,13.1,4,214,
4-21,9:50:17,37,37,13.06,4,214,
4-21,9:50:17,40,40,13.11,4,214,
4-21,9:50:18,34,34,13.02,4,214,
4-21,9:50:18,39,39,13.1,4,214,
4-21,9:50:19,42,42,13.11,4,214,
4-21,9:50:19,35,35,13.08,4,214,
4-21,9:50:20,39,39,13.09,4,214,
4-21,9:50:20,39,39,13.1,4,214,
4-21,9:50:21,41,41,13.12,4,214,
4-21,9:50:21,37,37,13.08,4,214,
4-21,9:50:22,40,40,13.13,4,214,
4-21,9:50:22,38,38,13.09,4,214,
4-21,9:50:23,29,29,12.97,4,214,
4-21,9:50:23,40,40,13.12,4,214,
4-21,9:50:24,40,40,13.12,4,214,
4-21,9:50:24,37,37,13.09,4,214,
4-21,9:50:25,37,37,13.06,4,214,
4-21,9:50:25,38,38,13.09,4,214,
4-21,9:50:26,39,39,13.1,4,214,
4-21,9:50:26,42,42,13.16,4,214,
4-21,9:50:27,39,39,13.1,4,214,
4-21,9:50:27,39,39,13.11,4,214,
4-21,9:50:28,37,37,13.1,4,214,
4-21,9:50:28,37,37,13.08,4,214,
4-21,9:50:29,36,36,13.06,4,214,
4-21,9:50:29,38,38,13.09,4,214,
4-21,9:50:30,37,37,13.09,4,214,
4-21,9:50:30,34,34,13.04,4,214,
4-21,9:50:31,40,40,13.08,4,214,
4-21,9:50:31,34,34,13.04,4,214,
4-21,9:50:32,37,37,13.07,4,214,
4-21,9:50:32,38,38,13.1,4,214,
4-21,9:50:33,37,37,13.09,4,214,
4-21,9:50:33,35,35,13.06,4,214,
4-21,9:50:34,34,34,13.07,4,214,
4-21,9:50:34,40,40,13.12,4,214,
4-21,9:50:35,31,31,13.02,4,214,
4-21,9:50:35,38,38,13.1,4,214,
4-21,9:50:36,37,37,13.07,4,214,
4-21,9:50:36,36,36,13.09,4,214,
4-21,9:50:37,37,37,13.09,4,214,
4-21,9:50:37,38,38,13.11,4,214,
4-21,9:50:38,35,35,13.07,4,214,
4-21,9:50:38,36,36,13.05,4,214,
4-21,9:50:39,35,35,13.09,4,214,
4-21,9:50:39,35,35,13.09,4,214,
4-21,9:50:40,40,40,13.14,4,214,
4-21,9:50:40,32,32,13.04,4,214,
4-21,9:50:41,38,38,13.1,4,214,
4-21,9:50:41,32,32,13.06,4,214,
4-21,9:50:42,41,41,13.14,4,214,
4-21,9:50:42,40,40,13.12,4,214,
4-21,9:50:43,35,35,13.07,4,214,
4-21,9:50:43,39,39,13.13,4,214,
4-21,9:50:44,35,35,13.05,4,214,
4-21,9:50:44,40,40,13.15,4,214,
4-21,9:50:45,34,34,13.06,4,214,
4-21,9:50:45,32,32,13.04,4,214,
4-21,9:50:46,37,37,13.11,4,214,
4-21,9:50:46,37,37,13.1,4,214,
4-21,9:50:47,37,37,13.08,4,214,
4-21,9:50:47,38,38,13.1,4,214,
4-21,9:50:48,37,37,13.09,4,214,
4-21,9:50:48,35,35,13.07,4,214,
4-21,9:50:49,36,36,13.1,4,214,
4-21,9:50:49,35,35,13.09,4,214,
4-21,9:50:50,30,30,13.01,4,214,
4-21,9:50:50,33,33,13.05,4,214,
4-21,9:50:51,32,32,13.03,4,214,
4-21,9:50:51,37,37,13.09,4,214,
4-21,9:50:52,38,38,13.1,4,214,
4-21,9:50:52,38,38,13.1,4,214,
4-21,9:50:53,35,35,13.08,4,214,
4-21,9:50:53,33,33,13.07,4,214,
4-21,9:50:54,32,32,13.03,4,214,
4-21,9:50:54,33,33,13.06,4,214,
4-21,9:50:55,36,36,13.1,4,214,
