SensorID: 5498,
Firmware Version: 1.5.5,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
3-26,12:13:53,57,57,13.09,2,152,
3-26,12:13:53,55,55,13.06,2,152,
3-26,12:13:54,57,57,13.09,2,152,
3-26,12:13:54,54,54,13.03,2,152,
3-26,12:13:55,54,54,13.05,2,152,
3-26,12:13:55,56,56,13.08,2,152,
3-26,12:13:56,56,56,13.08,2,152,
3-26,12:13:56,56,56,13.09,2,152,
3-26,12:13:57,54,54,13.04,2,152,
3-26,12:13:57,53,53,13.01,2,152,
3-26,12:13:58,57,57,13.09,2,152,
3-26,12:13:58,54,54,13.02,2,152,
3-26,12:13:59,54,54,13.06,2,152,
3-26,12:13:59,55,55,13.05,2,152,
3-26,12:14:0,54,54,13.05,2,152,
3-26,12:14:0,55,55,13.04,2,152,
3-26,12:14:1,55,55,13.03,2,152,
3-26,12:14:1,55,55,13.07,2,152,
3-26,12:14:2,54,54,13.03,2,152,
3-26,12:14:2,56,56,13.07,2,152,
3-26,12:14:3,56,56,13.08,2,152,
3-26,12:14:3,55,55,13.06,2,152,
3-26,12:14:4,55,55,13.04,2,152,
3-26,12:14:4,56,56,13.05,2,152,
3-26,12:14:5,56,56,13.07,2,152,
3-26,12:14:5,55,55,13.05,2,152,
3-26,12:14:6,56,56,13.08,2,152,
3-26,12:14:6,57,57,13.07,2,152,
3-26,12:14:7,55,55,13.03,2,152,
3-26,12:14:7,58,58,13.1,2,152,
3-26,12:14:8,56,56,13.05,2,152,
3-26,12:14:8,57,57,13.08,2,152,
3-26,12:14:9,56,56,13.04,2,152,
3-26,12:14:9,58,58,13.09,2,152,
3-26,12:14:10,57,57,13.06,2,152,
3-26,12:14:10,57,57,13.08,2,152,
3-26,12:14:11,56,56,13.04,2,152,
3-26,12:14:11,57,57,13.06,2,152,
3-26,12:14:12,57,57,13.07,2,152,
3-26,12:14:12,55,55,13.03,2,152,
3-26,12:14:13,56,56,13.06,2,152,
3-26,12:14:13,55,55,13.03,2,152,
3-26,12:14:14,58,58,13.09,2,152,
3-26,12:14:14,56,56,13.04,2,152,
3-26,12:14:15,58,58,13.1,2,152,
3-26,12:14:15,57,57,13.07,2,152,
3-26,12:14:16,57,57,13.05,2,152,
3-26,12:14:16,56,56,13.03,2,152,
3-26,12:14:17,56,56,13.04,2,152,
3-26,12:14:17,57,57,13.06,2,152,
3-26,12:14:18,58,58,13.11,2,152,
3-26,12:14:18,57,57,13.08,2,152,
3-26,12:14:19,56,56,13.03,2,152,
3-26,12:14:19,56,56,13.06,2,152,
3-26,12:14:20,56,56,13.05,2,152,
3-26,12:14:20,57,57,13.05,2,152,
3-26,12:14:21,56,56,13.06,2,152,
3-26,12:14:21,56,56,13.02,2,152,
3-26,12:14:22,56,56,13.02,2,152,
3-26,12:14:22,57,57,13.09,2,152,
3-26,12:14:23,57,57,13.09,2,152,
3-26,12:14:23,58,58,13.09,2,152,
3-26,12:14:24,56,56,13.04,2,152,
3-26,12:14:24,55,55,13.01,2,152,
3-26,12:14:25,58,58,13.08,2,152,
3-26,12:14:25,56,56,13.02,2,152,
3-26,12:14:26,56,56,13.04,2,152,
3-26,12:14:26,56,56,13.04,2,152,
3-26,12:14:27,57,57,13.05,2,152,
3-26,12:14:27,55,55,13.01,2,152,
3-26,12:14:28,58,58,13.08,2,152,
3-26,12:14:28,55,55,13.04,2,152,
3-26,12:14:29,57,57,13.07,2,152,
3-26,12:14:29,56,56,13.04,2,152,
3-26,12:14:30,56,56,13.06,2,152,
3-26,12:14:30,55,55,13.05,2,152,
3-26,12:14:31,56,56,13.06,2,152,
3-26,12:14:31,55,55,13.03,2,152,
3-26,12:14:32,57,57,13.06,2,152,
3-26,12:14:32,56,56,13.04,2,152,
3-26,12:14:33,56,56,13.07,2,152,
3-26,12:14:33,53,53,13,2,152,
3-26,12:14:34,57,57,13.07,2,152,
3-26,12:14:34,55,55,13.05,2,152,
3-26,12:14:35,56,56,13.07,2,152,
3-26,12:14:35,55,55,13.04,2,152,
3-26,12:14:36,56,56,13.06,2,152,
3-26,12:14:36,54,54,13.01,2,152,
3-26,12:14:37,56,56,13.08,2,152,
3-26,12:14:37,57,57,13.07,2,152,
3-26,12:14:38,57,57,13.09,2,152,
3-26,12:14:38,57,57,13.08,2,152,
3-26,12:14:39,55,55,13.04,2,152,
3-26,12:14:39,55,55,13.05,2,152,
3-26,12:14:40,55,55,13.04,2,152,
3-26,12:14:40,54,54,13.03,2,152,
3-26,12:14:41,56,56,13.06,2,152,
3-26,12:14:41,57,57,13.08,2,152,
3-26,12:14:42,55,55,13.01,2,152,
3-26,12:14:42,55,55,13.04,2,152,
3-26,12:14:43,57,57,13.1,2,152,
3-26,12:14:43,54,54,13.02,2,152,
3-26,12:14:44,55,55,13.05,2,152,
3-26,12:14:44,55,55,13.06,2,152,
3-26,12:14:45,55,55,13.06,2,152,
3-26,12:14:45,55,55,13.04,2,152,
3-26,12:14:46,54,54,13.03,2,152,
3-26,12:14:46,55,55,13.05,2,152,
3-26,12:14:47,55,55,13.05,2,152,
3-26,12:14:47,55,55,13.06,2,152,
3-26,12:14:48,56,56,13.04,2,152,
3-26,12:14:48,57,57,13.09,2,152,
3-26,12:14:49,56,56,13.07,2,152,
3-26,12:14:49,57,57,13.09,2,152,
3-26,12:14:50,54,54,13.04,2,152,
3-26,12:14:50,56,56,13.07,2,152,
3-26,12:14:51,54,54,13.02,2,152,
3-26,12:14:51,55,55,13.06,2,152,
3-26,12:14:52,55,55,13.05,2,152,
3-26,12:14:52,54,54,13.04,2,152,
3-26,12:14:53,54,54,13.05,2,152,
3-26,12:14:53,55,55,13.06,2,152,
3-26,12:14:54,55,55,13.05,2,152,
3-26,12:14:54,56,56,13.07,2,152,
3-26,12:14:55,52,52,13,2,152,
3-26,12:14:55,55,55,13.06,2,152,
3-26,12:14:56,54,54,13.03,2,152,
3-26,12:14:56,54,54,13.05,2,152,
3-26,12:14:57,56,56,13.07,2,152,
3-26,12:14:57,55,55,13.06,2,152,
3-26,12:14:58,55,55,13.06,2,152,
3-26,12:14:58,54,54,13.03,2,152,
3-26,12:14:59,56,56,13.08,2,152,
3-26,12:14:59,54,54,13.03,2,152,
3-26,12:15:0,56,56,13.08,2,152,
3-26,12:15:0,56,56,13.07,2,152,
3-26,12:15:1,54,54,13.04,2,152,
3-26,12:15:1,54,54,13.05,2,152,
3-26,12:15:2,55,55,13.04,2,152,
3-26,12:15:2,56,56,13.07,2,152,
3-26,12:15:3,56,56,13.07,2,152,
3-26,12:15:3,56,56,13.08,2,152,
3-26,12:15:4,56,56,13.08,2,152,
3-26,12:15:4,53,53,13.02,2,152,
3-26,12:15:5,54,54,13.06,2,152,
3-26,12:15:5,54,54,13.06,2,152,
3-26,12:15:6,55,55,13.06,2,152,
3-26,12:15:6,55,55,13.08,2,152,
3-26,12:15:7,55,55,13.07,2,152,
3-26,12:15:7,56,56,13.09,2,152,
3-26,12:15:8,54,54,13.05,2,152,
3-26,12:15:8,55,55,13.06,2,152,
3-26,12:15:9,54,54,13.05,2,152,
3-26,12:15:9,53,53,13.04,2,152,
3-26,12:15:10,54,54,13.07,2,152,
3-26,12:15:10,53,53,13.03,2,152,
3-26,12:15:11,54,54,13.06,2,152,
3-26,12:15:11,53,53,13.04,2,152,
3-26,12:15:12,53,53,13.05,2,152,
3-26,12:15:12,53,53,13.06,2,152,
3-26,12:15:13,54,54,13.05,2,152,
3-26,12:15:13,53,53,13.03,2,152,
3-26,12:15:14,53,53,13.02,2,152,
3-26,12:15:14,55,55,13.08,2,152,
3-26,12:15:15,54,54,13.06,2,152,
3-26,12:15:15,54,54,13.07,2,152,
3-26,12:15:16,54,54,13.07,2,152,
3-26,12:15:16,53,53,13.05,2,152,
3-26,12:15:17,53,53,13.03,2,152,
3-26,12:15:17,54,54,13.06,2,152,
3-26,12:15:18,54,54,13.06,2,152,
3-26,12:15:18,53,53,13.03,2,152,
3-26,12:15:19,55,55,13.06,2,152,
3-26,12:15:19,54,54,13.05,2,152,
3-26,12:15:20,53,53,13.02,2,152,
3-26,12:15:20,55,55,13.09,2,152,
3-26,12:15:21,56,56,13.11,2,152,
3-26,12:15:21,56,56,13.1,2,152,
3-26,12:15:22,56,56,13.11,2,152,
3-26,12:15:22,54,54,13.04,2,152,
3-26,12:15:23,54,54,13.06,2,152,
3-26,12:15:23,54,54,13.06,2,152,
3-26,12:15:24,55,55,13.08,2,152,
3-26,12:15:24,54,54,13.06,2,152,
3-26,12:15:25,54,54,13.07,2,152,
3-26,12:15:25,55,55,13.07,2,152,
3-26,12:15:26,53,53,13.05,2,152,
3-26,12:15:26,53,53,13.04,2,152,
3-26,12:15:27,54,54,13.05,2,152,
3-26,12:15:27,55,55,13.07,2,152,
3-26,12:15:28,56,56,13.07,2,152,
3-26,12:15:28,54,54,13.03,2,152,
3-26,12:15:29,54,54,13.06,2,152,
3-26,12:15:29,52,52,13.02,2,152,
3-26,12:15:30,53,53,13.02,2,152,
3-26,12:15:30,55,55,13.07,2,152,
3-26,12:15:31,53,53,13.05,2,152,
3-26,12:15:31,54,54,13.04,2,152,
3-26,12:15:32,54,54,13.07,2,152,
3-26,12:15:32,53,53,13.02,2,152,
3-26,12:15:33,53,53,13.02,2,152,
3-26,12:15:33,55,55,13.07,2,152,
3-26,12:15:34,54,54,13.05,2,152,
3-26,12:15:34,53,53,13.03,2,152,
3-26,12:15:35,54,54,13.04,2,152,
3-26,12:15:35,55,55,13.05,2,152,
3-26,12:15:36,55,55,13.06,2,152,
3-26,12:15:36,53,53,13.02,2,152,
3-26,12:15:37,55,55,13.04,2,152,
3-26,12:15:37,55,55,13.05,2,152,
3-26,12:15:38,54,54,13.02,2,152,
3-26,12:15:38,55,55,13.04,2,152,
3-26,12:15:39,54,54,13.04,2,152,
3-26,12:15:39,55,55,13.05,2,152,
3-26,12:15:40,56,56,13.07,2,152,
3-26,12:15:40,54,54,13.03,2,152,
3-26,12:15:41,55,55,13.07,2,152,
3-26,12:15:41,55,55,13.07,2,152,
3-26,12:15:42,54,54,13.03,2,152,
3-26,12:15:42,53,53,13,2,152,
3-26,12:15:43,55,55,13.06,2,152,
3-26,12:15:43,55,55,13.07,2,152,
3-26,12:15:44,56,56,13.07,2,152,
3-26,12:15:44,54,54,13.05,2,152,
3-26,12:15:45,54,54,13.06,2,152,
3-26,12:15:45,55,55,13.07,2,152,
3-26,12:15:46,56,56,13.07,2,152,
3-26,12:15:46,57,57,13.11,2,152,
3-26,12:15:47,54,54,13.04,2,152,
3-26,12:15:47,56,56,13.07,2,152,
3-26,12:15:48,55,55,13.05,2,152,
3-26,12:15:48,55,55,13.06,2,152,
3-26,12:15:49,53,53,13.02,2,152,
3-26,12:15:49,56,56,13.07,2,152,
3-26,12:15:50,55,55,13.04,2,152,
3-26,12:15:50,54,54,13.04,2,152,
3-26,12:15:51,55,55,13.05,2,152,
3-26,12:15:51,56,56,13.06,2,152,
3-26,12:15:52,54,54,13.04,2,152,
3-26,12:15:52,54,54,13.03,2,152,
3-26,12:15:53,56,56,13.06,2,152,
3-26,12:15:53,56,56,13.06,2,152,
3-26,12:15:54,56,56,13.07,2,152,
3-26,12:15:54,56,56,13.07,2,152,
3-26,12:15:55,55,55,13.04,2,152,
3-26,12:15:55,57,57,13.08,2,152,
3-26,12:15:56,56,56,13.05,2,152,
3-26,12:15:56,56,56,13.07,2,152,
3-26,12:15:57,54,54,13.01,2,152,
3-26,12:15:57,55,55,13.05,2,152,
3-26,12:15:58,56,56,13.07,2,152,
3-26,12:15:58,55,55,13.05,2,152,
3-26,12:15:59,54,54,13.03,2,152,
3-26,12:15:59,56,56,13.04,2,152,
3-26,12:16:0,57,57,13.06,2,152,
3-26,12:16:0,53,53,13.01,2,152,
3-26,12:16:1,54,54,13.02,2,152,
3-26,12:16:1,56,56,13.04,2,152,
3-26,12:16:2,57,57,13.05,2,152,
3-26,12:16:2,57,57,13.05,2,152,
3-26,12:16:3,57,57,13.03,2,152,
3-26,12:16:3,55,55,13.01,2,152,
3-26,12:16:4,56,56,13.06,2,152,
3-26,12:16:4,56,56,13.03,2,152,
3-26,12:16:5,58,58,13.08,2,152,
3-26,12:16:5,57,57,13.04,2,152,
3-26,12:16:6,56,56,13.07,2,152,
3-26,12:16:6,58,58,13.08,2,152,
3-26,12:16:7,57,57,13.05,2,152,
3-26,12:16:7,55,55,13.01,2,152,
3-26,12:16:8,55,55,13.01,2,152,
3-26,12:16:8,57,57,13.06,2,152,
3-26,12:16:9,58,58,13.07,2,152,
3-26,12:16:9,57,57,13.05,2,152,
3-26,12:16:10,58,58,13.09,2,152,
3-26,12:16:10,58,58,13.07,2,152,
3-26,12:16:11,57,57,13.04,2,152,
3-26,12:16:11,58,58,13.07,2,152,
3-26,12:16:12,58,58,13.08,2,152,
3-26,12:16:12,56,56,13,2,152,
3-26,12:16:13,56,56,13.02,2,152,
3-26,12:16:13,58,58,13.07,2,152,
3-26,12:16:14,56,56,13.01,2,152,
3-26,12:16:14,57,57,13.05,2,152,
3-26,12:16:15,56,56,13.02,2,152,
3-26,12:16:15,56,56,13.02,2,152,
3-26,12:16:16,57,57,13.04,2,152,
3-26,12:16:16,59,59,13.09,2,152,
3-26,12:16:17,56,56,13.03,2,152,
3-26,12:16:17,59,59,13.09,2,152,
3-26,12:16:18,57,57,13.02,2,152,
3-26,12:16:18,59,59,13.09,2,152,
3-26,12:16:19,59,59,13.04,2,152,
3-26,12:16:19,59,59,13.08,2,152,
3-26,12:16:20,58,58,13.04,2,152,
3-26,12:16:20,59,59,13.07,2,152,
3-26,12:16:21,56,56,13.01,2,152,
3-26,12:16:21,59,59,13.07,2,152,
3-26,12:16:22,56,56,13.03,2,152,
3-26,12:16:22,59,59,13.09,2,152,
3-26,12:16:23,58,58,13.07,2,152,
3-26,12:16:23,57,57,13.04,2,152,
3-26,12:16:24,58,58,13.06,2,152,
3-26,12:16:24,58,58,13.05,2,152,
3-26,12:16:25,58,58,13.05,2,152,
3-26,12:16:25,58,58,13.05,2,152,
3-26,12:16:26,57,57,13.06,2,152,
3-26,12:16:26,59,59,13.05,2,152,
3-26,12:16:27,58,58,13.05,2,152,
3-26,12:16:27,58,58,13.07,2,152,
3-26,12:16:28,58,58,13.06,2,152,
3-26,12:16:28,58,58,13.05,2,152,
3-26,12:16:29,57,57,13.03,2,152,
3-26,12:16:29,58,58,13.09,2,152,
3-26,12:16:30,57,57,13.04,2,152,
3-26,12:16:30,56,56,13,2,152,
3-26,12:16:31,56,56,13.05,2,152,
3-26,12:16:31,58,58,13.08,2,152,
3-26,12:16:32,58,58,13.04,2,152,
3-26,12:16:32,59,59,13.1,2,152,
3-26,12:16:33,58,58,13.07,2,152,
3-26,12:16:33,57,57,13.05,2,152,
3-26,12:16:34,58,58,13.06,2,152,
3-26,12:16:34,58,58,13.07,2,152,
3-26,12:16:35,57,57,13.09,2,152,
3-26,12:16:35,58,58,13.08,2,152,
3-26,12:16:36,58,58,13.07,2,152,
3-26,12:16:36,57,57,13.05,2,152,
3-26,12:16:37,56,56,13.03,2,152,
3-26,12:16:37,57,57,13.07,2,152,
3-26,12:16:38,58,58,13.07,2,152,
3-26,12:16:38,57,57,13.05,2,152,
3-26,12:16:39,58,58,13.06,2,152,
3-26,12:16:39,59,59,13.08,2,152,
3-26,12:16:40,58,58,13.07,2,152,
3-26,12:16:40,58,58,13.07,2,152,
3-26,12:16:41,57,57,13.04,2,152,
3-26,12:16:41,58,58,13.08,2,152,
3-26,12:16:42,58,58,13.05,2,152,
3-26,12:16:42,57,57,13.05,2,152,
3-26,12:16:43,56,56,13.03,2,152,
3-26,12:16:43,58,58,13.05,2,152,
3-26,12:16:44,58,58,13.06,2,152,
3-26,12:16:44,59,59,13.1,2,152,
3-26,12:16:45,57,57,13.04,2,152,
3-26,12:16:45,58,58,13.04,2,152,
3-26,12:16:46,57,57,13.06,2,152,
3-26,12:16:46,58,58,13.05,2,152,
3-26,12:16:47,56,56,13.02,2,152,
3-26,12:16:47,58,58,13.06,2,152,
3-26,12:16:48,58,58,13.05,2,152,
3-26,12:16:48,57,57,13.04,2,152,
3-26,12:16:49,58,58,13.07,2,152,
3-26,12:16:49,57,57,13.03,2,152,
3-26,12:16:50,58,58,13.09,2,152,
3-26,12:16:50,58,58,13.09,2,152,
3-26,12:16:51,56,56,13.02,2,152,
3-26,12:16:51,58,58,13.05,2,152,
3-26,12:16:52,58,58,13.06,2,152,
3-26,12:16:52,58,58,13.06,2,152,
3-26,12:16:53,57,57,13.04,2,152,
3-26,12:16:53,58,58,13.06,2,152,
3-26,12:16:54,57,57,13.05,2,152,
3-26,12:16:54,58,58,13.03,2,152,
3-26,12:16:55,58,58,13.06,2,152,
3-26,12:16:55,58,58,13.06,2,152,
3-26,12:16:56,56,56,13.03,2,152,
3-26,12:16:56,57,57,13.06,2,152,
3-26,12:16:57,59,59,13.09,2,152,
3-26,12:16:57,56,56,13.01,2,152,
3-26,12:16:58,57,57,13.06,2,152,
3-26,12:16:58,57,57,13.06,2,152,
3-26,12:16:59,56,56,13.02,2,152,
3-26,12:16:59,57,57,13.05,2,152,
3-26,12:17:0,56,56,13.03,2,152,
3-26,12:17:0,58,58,13.07,2,152,
3-26,12:17:1,56,56,13.04,2,152,
3-26,12:17:1,57,57,13.04,2,152,
3-26,12:17:2,57,57,13.09,2,152,
3-26,12:17:2,59,59,13.09,2,152,
3-26,12:17:3,58,58,13.1,2,152,
3-26,12:17:3,56,56,13.04,2,152,
3-26,12:17:4,56,56,13.06,2,152,
3-26,12:17:4,58,58,13.11,2,152,
3-26,12:17:5,57,57,13.06,2,152,
3-26,12:17:5,56,56,13.05,2,152,
3-26,12:17:6,56,56,13.07,2,152,
3-26,12:17:6,57,57,13.08,2,152,
3-26,12:17:7,56,56,13.05,2,152,
3-26,12:17:7,57,57,13.08,2,152,
3-26,12:17:8,56,56,13.05,2,152,
3-26,12:17:8,55,55,13.05,2,152,
3-26,12:17:9,55,55,13.02,2,152,
3-26,12:17:9,57,57,13.09,2,152,
3-26,12:17:10,56,56,13.05,2,152,
3-26,12:17:10,57,57,13.1,2,152,
3-26,12:17:11,57,57,13.08,2,152,
3-26,12:17:11,56,56,13.05,2,152,
3-26,12:17:12,56,56,13.07,2,152,
3-26,12:17:12,54,54,13.02,2,152,
3-26,12:17:13,55,55,13.06,2,152,
3-26,12:17:13,56,56,13.08,2,152,
3-26,12:17:14,56,56,13.09,2,152,
3-26,12:17:14,55,55,13.06,2,152,
3-26,12:17:15,55,55,13.05,2,152,
3-26,12:17:15,55,55,13.07,2,152,
3-26,12:17:16,56,56,13.07,2,152,
3-26,12:17:16,55,55,13.07,2,152,
3-26,12:17:17,54,54,13.07,2,152,
3-26,12:17:17,56,56,13.08,2,152,
3-26,12:17:18,56,56,13.06,2,152,
3-26,12:17:18,56,56,13.1,2,152,
3-26,12:17:19,55,55,13.06,2,152,
3-26,12:17:19,55,55,13.09,2,152,
3-26,12:17:20,55,55,13.08,2,152,
3-26,12:17:20,54,54,13.06,2,152,
3-26,12:17:21,55,55,13.07,2,152,
3-26,12:17:21,54,54,13.05,2,152,
3-26,12:17:22,54,54,13.06,2,152,
3-26,12:17:22,56,56,13.09,2,152,
3-26,12:17:23,54,54,13.05,2,152,
3-26,12:17:23,55,55,13.08,2,152,
3-26,12:17:24,55,55,13.09,2,152,
3-26,12:17:24,56,56,13.09,2,152,
3-26,12:17:25,56,56,13.09,2,152,
3-26,12:17:25,54,54,13.05,2,152,
3-26,12:17:26,54,54,13.06,2,152,
3-26,12:17:26,55,55,13.08,2,152,
3-26,12:17:27,54,54,13.06,2,152,
3-26,12:17:27,52,52,13.02,2,152,
3-26,12:17:28,53,53,13.04,2,152,
3-26,12:17:28,54,54,13.05,2,152,
3-26,12:17:29,53,53,13.06,2,152,
3-26,12:17:29,54,54,13.04,2,152,
3-26,12:17:30,54,54,13.07,2,152,
3-26,12:17:30,56,56,13.1,2,152,
3-26,12:17:31,53,53,13.05,2,152,
3-26,12:17:31,53,53,13.05,2,152,
3-26,12:17:32,54,54,13.07,2,152,
3-26,12:17:32,54,54,13.07,2,152,
3-26,12:17:33,55,55,13.07,2,152,
3-26,12:17:33,55,55,13.08,2,152,
3-26,12:17:34,51,51,13.02,2,152,
3-26,12:17:34,53,53,13.07,2,152,
3-26,12:17:35,54,54,13.06,2,152,
3-26,12:17:35,52,52,13.04,2,152,
3-26,12:17:36,52,52,13.05,2,152,
3-26,12:17:36,50,50,12.99,2,152,
3-26,12:17:37,52,52,13.05,2,152,
3-26,12:17:37,52,52,13.05,2,152,
3-26,12:17:38,53,53,13.05,2,152,
3-26,12:17:38,55,55,13.09,2,152,
3-26,12:17:39,52,52,13.05,2,152,
3-26,12:17:39,52,52,13.05,2,152,
3-26,12:17:40,54,54,13.09,2,152,
3-26,12:17:40,52,52,13.05,2,152,
3-26,12:17:41,52,52,13.04,2,152,
3-26,12:17:41,52,52,13.06,2,152,
3-26,12:17:42,52,52,13.04,2,152,
3-26,12:17:42,54,54,13.08,2,152,
3-26,12:17:43,53,53,13.06,2,152,
3-26,12:17:43,53,53,13.07,2,152,
3-26,12:17:44,52,52,13.06,2,152,
3-26,12:17:44,54,54,13.09,2,152,
3-26,12:17:45,52,52,13.07,2,152,
3-26,12:17:45,53,53,13.08,2,152,
3-26,12:17:46,54,54,13.09,2,152,
3-26,12:17:46,52,52,13.04,2,152,
3-26,12:17:47,54,54,13.09,2,152,
3-26,12:17:47,51,51,13.05,2,152,
3-26,12:17:48,52,52,13.07,2,152,
3-26,12:17:48,53,53,13.08,2,152,
3-26,12:17:49,54,54,13.1,2,152,
3-26,12:17:49,52,52,13.05,2,152,
3-26,12:17:50,51,51,13.04,2,152,
3-26,12:17:50,53,53,13.07,2,152,
3-26,12:17:51,52,52,13.06,2,152,
3-26,12:17:51,53,53,13.08,2,152,
3-26,12:17:52,53,53,13.09,2,152,
3-26,12:17:52,54,54,13.09,2,152,
3-26,12:17:53,53,53,13.06,2,152,
3-26,12:17:53,52,52,13.04,2,152,
3-26,12:17:54,56,56,13.12,2,152,
3-26,12:17:54,54,54,13.08,2,152,
3-26,12:17:55,55,55,13.11,2,152,
3-26,12:17:55,52,52,13.05,2,152,
3-26,12:17:56,54,54,13.08,2,152,
3-26,12:17:56,55,55,13.1,2,152,
3-26,12:17:57,54,54,13.09,2,152,
3-26,12:17:57,53,53,13.06,2,152,
3-26,12:17:58,52,52,13.03,2,152,
3-26,12:17:58,53,53,13.07,2,152,
3-26,12:17:59,53,53,13.08,2,152,
3-26,12:17:59,53,53,13.04,2,152,
3-26,12:18:0,53,53,13.08,2,152,
3-26,12:18:0,56,56,13.12,2,152,
3-26,12:18:1,53,53,13.06,2,152,
3-26,12:18:1,53,53,13.06,2,152,
3-26,12:18:2,53,53,13.07,2,152,
3-26,12:18:2,53,53,13.04,2,152,
3-26,12:18:3,51,51,13.02,2,152,
3-26,12:18:3,54,54,13.06,2,152,
3-26,12:18:4,55,55,13.09,2,152,
3-26,12:18:4,56,56,13.1,2,152,
3-26,12:18:5,54,54,13.06,2,152,
3-26,12:18:5,54,54,13.09,2,152,
3-26,12:18:6,54,54,13.09,2,152,
3-26,12:18:6,52,52,13.06,2,152,
3-26,12:18:7,53,53,13.06,2,152,
3-26,12:18:7,51,51,13.05,2,152,
3-26,12:18:8,52,52,13.04,2,152,
3-26,12:18:8,51,51,13.06,2,152,
3-26,12:18:9,51,51,13.06,2,152,
3-26,12:18:9,52,52,13.09,2,152,
3-26,12:18:10,53,53,13.08,2,152,
3-26,12:18:10,50,50,13.04,2,152,
3-26,12:18:11,50,50,13.05,2,152,
3-26,12:18:11,51,51,13.08,2,152,
3-26,12:18:12,48,48,13.03,2,152,
3-26,12:18:12,53,53,13.08,2,152,
3-26,12:18:13,49,49,13.06,2,152,
3-26,12:18:13,50,50,13.07,2,152,
3-26,12:18:14,52,52,13.09,2,152,
3-26,12:18:14,51,51,13.1,2,152,
3-26,12:18:15,51,51,13.11,2,152,
3-26,12:18:15,49,49,13.05,2,152,
3-26,12:18:16,48,48,13.05,2,152,
3-26,12:18:16,50,50,13.1,2,152,
3-26,12:18:17,47,47,13.05,2,152,
3-26,12:18:17,47,47,13.08,2,152,
3-26,12:18:18,48,48,13.07,2,152,
3-26,12:18:18,48,48,13.07,2,152,
3-26,12:18:19,49,49,13.09,2,152,
3-26,12:18:19,49,49,13.12,2,152,
3-26,12:18:20,49,49,13.1,2,152,
3-26,12:18:20,48,48,13.09,2,152,
3-26,12:18:21,49,49,13.11,2,152,
3-26,12:18:21,49,49,13.11,2,152,
3-26,12:18:22,47,47,13.08,2,152,
3-26,12:18:22,47,47,13.09,2,152,
3-26,12:18:23,44,44,13.07,2,152,
3-26,12:18:23,45,45,13.08,2,152,
3-26,12:18:24,48,48,13.15,2,152,
3-26,12:18:24,46,46,13.12,2,152,
3-26,12:18:25,44,44,13.1,2,152,
3-26,12:18:25,46,46,13.12,2,152,
3-26,12:18:26,44,44,13.1,2,152,
3-26,12:18:26,44,44,13.11,2,152,
3-26,12:18:27,43,43,13.09,2,152,
3-26,12:18:27,44,44,13.12,2,152,
3-26,12:18:28,43,43,13.1,2,152,
3-26,12:18:28,42,42,13.1,2,152,
3-26,12:18:29,41,41,13.1,2,152,
3-26,12:18:29,42,42,13.13,2,152,
3-26,12:18:30,40,40,13.1,2,152,
3-26,12:18:30,41,41,13.12,2,152,
3-26,12:18:31,40,40,13.11,2,152,
3-26,12:18:31,39,39,13.11,2,152,
3-26,12:18:32,41,41,13.17,2,152,
3-26,12:18:32,41,41,13.15,2,152,
3-26,12:18:33,40,40,13.14,2,152,
3-26,12:18:33,40,40,13.16,2,152,
3-26,12:18:34,38,38,13.13,2,152,
3-26,12:18:34,37,37,13.13,2,152,
3-26,12:18:35,35,35,13.09,2,152,
3-26,12:18:35,39,39,13.17,2,152,
3-26,12:18:36,35,35,13.13,2,152,
3-26,12:18:36,35,35,13.12,2,152,
3-26,12:18:37,32,32,13.1,2,152,
3-26,12:18:37,35,35,13.14,2,152,
3-26,12:18:38,34,34,13.13,2,152,
3-26,12:18:38,34,34,13.14,2,152,
3-26,12:18:39,37,37,13.2,2,152,
3-26,12:18:39,31,31,13.11,2,152,
3-26,12:18:40,33,33,13.14,2,152,
3-26,12:18:40,31,31,13.11,2,152,
3-26,12:18:41,31,31,13.14,2,152,
3-26,12:18:41,32,32,13.16,2,152,
3-26,12:18:42,29,29,13.12,2,152,
3-26,12:18:42,33,33,13.17,2,152,
3-26,12:18:43,31,31,13.14,2,152,
3-26,12:18:43,35,35,13.2,2,152,
3-26,12:18:44,32,32,13.17,2,152,
3-26,12:18:44,29,29,13.14,2,152,
3-26,12:18:45,34,34,13.21,2,152,
3-26,12:18:45,30,30,13.16,2,152,
3-26,12:18:46,27,27,13.12,2,152,
3-26,12:18:46,32,32,13.2,2,152,
3-26,12:18:47,29,29,13.17,2,152,
3-26,12:18:47,29,29,13.18,2,152,
3-26,12:18:48,31,31,13.19,2,152,
3-26,12:18:48,25,25,13.14,2,152,
3-26,12:18:49,28,28,13.17,2,152,
3-26,12:18:49,29,29,13.18,2,152,
3-26,12:18:50,28,28,13.16,2,152,
3-26,12:18:50,27,27,13.17,2,152,
3-26,12:18:51,26,26,13.16,2,152,
3-26,12:18:51,26,26,13.16,2,152,
3-26,12:18:52,28,28,13.18,2,152,
3-26,12:18:52,27,27,13.18,2,152,
3-26,12:18:53,23,23,13.14,2,152,
3-26,12:18:53,25,25,13.16,2,152,
3-26,12:18:54,28,28,13.19,2,152,
3-26,12:18:54,26,26,13.18,2,152,
3-26,12:18:55,25,25,13.17,2,152,
3-26,12:18:55,25,25,13.19,2,152,
